team_name,common_name,season,country,matches_played,matches_played_home,matches_played_away,suspended_matches,wins,wins_home,wins_away,draws,draws_home,draws_away,losses,losses_home,losses_away,points_per_game,points_per_game_home,points_per_game_away,league_position,league_position_home,league_position_away,performance_rank,goals_scored,goals_conceded,goal_difference,total_goal_count,total_goal_count_home,total_goal_count_away,goals_scored_home,goals_scored_away,goals_conceded_home,goals_conceded_away,goal_difference_home,goal_difference_away,minutes_per_goal_scored,minutes_per_goal_scored_home,minutes_per_goal_scored_away,minutes_per_goal_conceded,minutes_per_goal_conceded_home,minutes_per_goal_conceded_away,clean_sheets,clean_sheets_home,clean_sheets_away,btts_count,btts_count_home,btts_count_away,fts_count,fts_count_home,fts_count_away,first_team_to_score_count,first_team_to_score_count_home,first_team_to_score_count_away,corners_total,corners_total_home,corners_total_away,cards_total,cards_total_home,cards_total_away,average_possession,average_possession_home,average_possession_away,shots,shots_home,shots_away,shots_on_target,shots_on_target_home,shots_on_target_away,shots_off_target,shots_off_target_home,shots_off_target_away,fouls,fouls_home,fouls_away,goals_scored_half_time,goals_scored_half_time_home,goals_scored_half_time_away,goals_conceded_half_time,goals_conceded_half_time_home,goals_conceded_half_time_away,goal_difference_half_time,goal_difference_half_time_home,goal_difference_half_time_away,leading_at_half_time,leading_at_half_time_home,leading_at_half_time_away,draw_at_half_time,draw_at_half_time_home,draw_at_half_time_away,losing_at_half_time,losing_at_half_time_home,losing_at_half_time_away,points_per_game_half_time,points_per_game_half_time_home,points_per_game_half_time_away,average_total_goals_per_match,average_total_goals_per_match_home,average_total_goals_per_match_away,goals_scored_per_match,goals_scored_per_match_home,goals_scored_per_match_away,goals_conceded_per_match,goals_conceded_per_match_home,goals_conceded_per_match_away,total_goals_per_match_half_time,total_goals_per_match_half_time_home,total_goals_per_match_half_time_away,goals_scored_per_match_half_time,goals_scored_per_match_half_time_home,goals_scored_per_match_half_time_away,goals_conceded_per_match_half_time,goals_conceded_per_match_half_time_home,goals_conceded_per_match_half_time_away,over05_count,over15_count,over25_count,over35_count,over45_count,over55_count,over05_count_home,over15_count_home,over25_count_home,over35_count_home,over45_count_home,over55_count_home,over05_count_away,over15_count_away,over25_count_away,over35_count_away,over45_count_away,over55_count_away,under05_count,under15_count,under25_count,under35_count,under45_count,under55_count,under05_count_home,under15_count_home,under25_count_home,under35_count_home,under45_count_home,under55_count_home,under05_count_away,under15_count_away,under25_count_away,under35_count_away,under45_count_away,under55_count_away,over05_percentage,over15_percentage,over25_percentage,over35_percentage,over45_percentage,over55_percentage,over05_percentage_home,over15_percentage_home,over25_percentage_home,over35_percentage_home,over45_percentage_home,over55_percentage_home,over05_percentage_away,over15_percentage_away,over25_percentage_away,over35_percentage_away,over45_percentage_away,over55_percentage_away,under05_percentage,under15_percentage,under25_percentage,under35_percentage,under45_percentage,under55_percentage,under05_percentage_home,under15_percentage_home,under25_percentage_home,under35_percentage_home,under45_percentage_home,under55_percentage_home,under05_percentage_away,under15_percentage_away,under25_percentage_away,under35_percentage_away,under45_percentage_away,under55_percentage_away,over05_count_half_time,over15_count_half_time,over25_count_half_time,over05_count_half_time_home,over15_count_half_time_home,over25_count_half_time_home,over05_count_half_time_away,over15_count_half_time_away,over25_count_half_time_away,over05_half_time_percentage,over15_half_time_percentage,over25_half_time_percentage,over05_half_time_percentage_home,over15_half_time_percentage_home,over25_half_time_percentage_home,over05_half_time_percentage_away,over15_half_time_percentage_away,over25_half_time_percentage_away,win_percentage,win_percentage_home,win_percentage_away,home_advantage_percentage,clean_sheet_percentage,clean_sheet_percentage_home,clean_sheet_percentage_away,btts_percentage,btts_percentage_home,btts_percentage_away,fts_percentage,fts_percentage_home,fts_percentage_away,first_team_to_score_percentage,first_team_to_score_percentage_home,first_team_to_score_percentage_away,clean_sheet_half_time,clean_sheet_half_time_home,clean_sheet_half_time_away,clean_sheet_half_time_percentage,clean_sheet_half_time_percentage_home,clean_sheet_half_time_percentage_away,fts_half_time,fts_half_time_home,fts_half_time_away,fts_half_time_percentage,fts_half_time_percentage_home,fts_half_time_percentage_away,btts_half_time,btts_half_time_home,btts_half_time_away,btts_half_time_percentage,btts_half_time_percentage_home,btts_half_time_percentage_away,leading_at_half_time_percentage,leading_at_half_time_percentage_home,leading_at_half_time_percentage_away,draw_at_half_time_percentage,draw_at_half_time_percentage_home,draw_at_half_time_percentage_away,losing_at_half_time_percentage,losing_at_half_time_percentage_home,losing_at_half_time_percentage_away,corners_per_match,corners_per_match_home,corners_per_match_away,cards_per_match,cards_per_match_home,cards_per_match_away,over65_corners_percentage,over75_corners_percentage,over85_corners_percentage,over95_corners_percentage,over105_corners_percentage,over115_corners_percentage,over125_corners_percentage,over135_corners_percentage,xg_for_avg_overall,xg_for_avg_home,xg_for_avg_away,xg_against_avg_overall,xg_against_avg_home,xg_against_avg_away,prediction_risk,goals_scored_min_0_to_10,goals_scored_min_11_to_20,goals_scored_min_21_to_30,goals_scored_min_31_to_40,goals_scored_min_41_to_50,goals_scored_min_51_to_60,goals_scored_min_61_to_70,goals_scored_min_71_to_80,goals_scored_min_81_to_90,goals_conceded_min_0_to_10,goals_conceded_min_11_to_20,goals_conceded_min_21_to_30,goals_conceded_min_31_to_40,goals_conceded_min_41_to_50,goals_conceded_min_51_to_60,goals_conceded_min_61_to_70,goals_conceded_min_71_to_80,goals_conceded_min_81_to_90,draw_percentage_overall,draw_percentage_home,draw_percentage_away,loss_percentage_ovearll,loss_percentage_home,loss_percentage_away,over145_corners_percentage
Comoros National Team,Comoros,2025,Comoros,3,1,2,0,0,0,0,2,1,1,1,0,1,0.67,1,0.5,3,0,0,19,0,2,-2,2,0,2,0,0,0,2,0,-2,0,0,0,134,0,90,2,1,1,0,0,0,3,1,2,0,0,0,7,5,2,4,3,1,38,32,42,19,5,14,4,1,3,15,4,11,55,22,33,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,0,0,0,1,1,1,0.67,0,1,0,0,0,0.67,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,2,3,3,3,3,1,1,1,1,1,1,1,1,2,2,2,2,33,33,0,0,0,0,0,0,0,0,0,0,50,50,0,0,0,0,67,67,100,100,100,100,100,100,100,100,100,100,50,50,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,67,100,50,0,0,0,100,100,100,0,0,0,3,1,2,100,100,100,3,1,2,100,100,100,0,0,0,0,0,0,0,0,0,100,100,100,0,0,0,2.33,5.00,1.00,1.33,3,0.50,67,33,0,0,0,0,0,0,0.65,0.54,0.71,1.47,1.24,1.58,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,67,100,50,33,0,50,0
Tanzania National Team,Tanzania,2025,Tanzania,4,1,3,0,0,0,0,2,1,1,2,0,2,0.5,1,0.33,3,0,0,18,3,5,-2,8,2,6,1,2,1,4,0,-2,120,90,134,72,90,68,0,0,0,3,1,2,1,0,1,1,0,1,11,2,9,10,3,7,38,36,38,32,6,26,8,2,6,24,4,20,51,9,42,0,0,0,2,1,1,-2,-1,-1,0,0,0,2,0,2,2,1,1,0.5,0,0.67,2,2,2,0.75,1,0.67,1.25,1,1.33,0.5,1,0.33,0,0,0,0.5,1,0.33,4,3,1,0,0,0,1,1,0,0,0,0,3,2,1,0,0,0,0,1,3,4,4,4,0,0,1,1,1,1,0,1,2,3,3,3,100,75,25,0,0,0,100,100,0,0,0,0,100,67,33,0,0,0,0,25,75,100,100,100,0,0,100,100,100,100,0,33,67,100,100,100,2,0,0,1,0,0,1,0,0,50,0,0,100,0,0,33,0,0,0,0,0,27,0,0,0,75,100,67,25,0,33,25,0,33,2,0,2,50,0,67,4,1,3,100,100,100,0,0,0,0,0,0,0,0,0,50,0,67,50,100,33,2.75,2.00,3.00,2.5,3,2.33,50,50,50,50,25,25,0,0,0.83,0.74,0.86,1.62,0.85,1.88,75,0,0,0,0,2,1,0,0,0,0,0,0,1,1,1,1,1,0,50,100,33,50,0,67,0
Morocco National Team,Morocco,2025,Morocco,7,3,4,0,4,2,2,2,1,1,1,0,1,2,2.33,1.75,1,0,0,3,9,2,7,11,5,6,4,5,1,1,3,4,70,68,72,310,273,360,5,2,3,1,1,0,2,0,2,5,3,2,42,15,27,10,5,5,57,68,49,108,43,65,36,15,21,72,28,44,121,46,75,4,1,3,0,0,0,4,1,3,3,1,2,4,2,2,0,0,0,1.86,1.67,2,1.57,1.67,1.5,1.29,1.33,1.25,0.29,0.33,0.25,0.57,0.33,0.75,0.57,0.33,0.75,0,0,0,6,4,1,0,0,0,3,2,0,0,0,0,3,2,1,0,0,0,1,3,6,7,7,7,0,1,3,3,3,3,1,2,3,4,4,4,86,57,14,0,0,0,100,67,0,0,0,0,75,50,25,0,0,0,14,43,86,100,100,100,0,33,100,100,100,100,25,50,75,100,100,100,3,1,0,1,0,0,2,1,0,43,14,0,33,0,0,50,25,0,57,67,50,-6,71,67,75,14,33,0,29,0,50,71,100,50,7,3,4,100,100,100,4,2,2,57,67,50,0,0,0,0,0,0,43,33,50,57,67,50,0,0,0,6.00,5.00,6.75,1.43,1.67,1.25,28,28,28,28,28,14,14,14,1.75,1.78,1.74,0.65,0.48,0.78,0,1,0,2,0,2,1,1,2,0,0,0,0,0,0,0,1,0,0,29,33,25,14,0,25,14
Egypt National Team,Egypt,2025,Egypt,7,5,2,0,4,4,0,2,1,1,1,0,1,2,2.6,0.5,1,0,0,4,9,5,4,14,13,1,9,0,4,1,5,-1,70,50,0,127,113,180,3,2,1,3,3,0,3,1,2,2,2,0,25,22,3,13,10,3,49,50,47,72,64,8,29,26,3,43,38,5,86,63,23,3,3,0,2,2,0,1,1,0,2,2,0,4,2,2,1,1,0,1.43,1.6,1,2,2.6,0.5,1.29,1.8,0,0.71,0.8,0.5,0.71,1,0,0.43,0.6,0,0.29,0.4,0,5,3,3,2,1,0,4,3,3,2,1,0,1,0,0,0,0,0,2,4,4,5,6,7,1,2,2,3,4,5,1,2,2,2,2,2,71,43,43,29,14,0,80,60,60,40,20,0,50,0,0,0,0,0,29,57,57,71,86,100,20,40,40,60,80,100,50,100,100,100,100,100,3,1,1,3,1,1,0,0,0,43,14,14,60,20,20,0,0,0,57,80,0,14,43,40,50,43,60,0,43,20,100,29,40,0,5,3,2,71,60,100,5,3,2,71,60,100,1,1,0,14,20,0,29,40,0,57,40,100,14,20,0,3.57,4.40,1.50,1.86,2,1.50,71,56,56,56,28,0,0,0,1.22,1.47,0.59,1.37,1.28,1.59,14,1,0,0,1,1,1,2,0,1,0,1,0,1,0,0,0,2,1,29,20,50,14,0,50,0
Tunisia National Team,Tunisia,2025,Tunisia,4,1,3,0,1,1,0,2,0,2,1,0,1,1.25,3,0.67,2,0,0,11,7,6,1,13,4,9,3,4,1,5,2,-1,51,30,68,60,90,54,0,0,0,4,1,3,0,0,0,3,1,2,27,8,19,8,1,7,57,49,59,41,14,27,14,6,8,27,8,19,73,15,58,3,2,1,1,0,1,2,2,0,2,1,1,1,0,1,1,0,1,1.75,3,1.33,3.25,4,3,1.75,3,1.33,1.5,1,1.67,1,2,0.67,0.75,2,0.33,0.25,0,0.33,4,4,2,2,1,0,1,1,1,1,0,0,3,3,1,1,1,0,0,0,2,2,3,4,0,0,0,0,1,1,0,0,2,2,2,3,100,100,50,50,25,0,100,100,100,100,0,0,100,100,33,33,33,0,0,0,50,50,75,100,0,0,0,0,100,100,0,0,67,67,67,100,3,1,0,1,1,0,2,0,0,75,25,0,100,100,0,67,0,0,25,100,0,52,0,0,0,100,100,100,0,0,0,75,100,67,3,1,2,75,100,67,2,0,2,50,0,67,0,0,0,0,0,0,50,100,33,25,0,33,25,0,33,6.75,8.00,6.33,2,1,2.33,75,75,75,75,25,25,25,25,1.28,1.72,1.13,0.96,0.76,1.03,75,1,0,0,1,1,0,1,1,2,0,0,0,0,3,0,1,0,2,50,0,67,25,0,33,25
Mali National Team,Mali,2025,Mali,5,3,2,0,0,0,0,4,2,2,1,1,0,0.8,0.67,1,2,0,0,12,3,4,-1,7,5,2,2,1,3,1,-1,0,150,134,180,113,90,180,1,0,1,3,2,1,2,1,1,1,1,0,17,15,2,21,10,11,44,39,52,49,31,18,11,8,3,38,23,15,65,35,30,0,0,0,2,1,1,-2,-1,-1,0,0,0,3,2,1,2,1,1,0.6,0.67,0.5,1.4,1.67,1,0.6,0.67,0.5,0.8,1,0.5,0.4,0.33,0.5,0,0,0,0.4,0.33,0.5,4,3,0,0,0,0,3,2,0,0,0,0,1,1,0,0,0,0,1,2,5,5,5,5,0,1,3,3,3,3,1,1,2,2,2,2,80,60,0,0,0,0,100,67,0,0,0,0,50,50,0,0,0,0,20,40,100,100,100,100,0,33,100,100,100,100,50,50,100,100,100,100,2,0,0,1,0,0,1,0,0,40,0,0,33,0,0,50,0,0,0,0,0,-7,20,0,50,60,67,50,40,33,50,20,33,0,3,2,1,60,67,50,5,3,2,100,100,100,0,0,0,0,0,0,0,0,0,60,67,50,40,33,50,3.40,5.00,1.00,4.2,3.33,5.50,80,60,60,60,60,40,20,20,0.99,1.05,0.88,1.34,1.52,1.08,0,0,0,0,0,0,0,2,0,1,0,0,1,0,1,0,0,0,2,80,67,100,20,33,0,20
Equatorial Guinea National Team,Equatorial Guinea,2025,Equatorial Guinea,3,2,1,0,0,0,0,0,0,0,3,2,1,0,0,0,4,0,0,22,2,6,-4,8,5,3,1,1,4,2,-3,-1,134,180,90,45,45,45,0,0,0,2,1,1,1,1,0,1,0,1,10,7,3,10,7,3,48,56,33,30,25,5,7,6,1,23,19,4,39,27,12,0,0,0,3,3,0,-3,-3,0,0,0,0,2,1,1,1,1,0,0.67,0.5,1,2.67,2.5,3,0.67,0.5,1,2,2,2,1,1.5,0,0,0,0,1,1.5,0,3,2,2,1,0,0,2,1,1,1,0,0,1,1,1,0,0,0,0,1,1,2,3,3,0,1,1,1,2,2,0,0,0,1,1,1,100,67,67,33,0,0,100,50,50,50,0,0,100,100,100,0,0,0,0,33,33,67,100,100,0,50,50,50,100,100,0,0,0,100,100,100,1,1,1,1,1,1,0,0,0,33,33,33,50,50,50,0,0,0,0,0,0,0,0,0,0,67,50,100,33,50,0,33,0,100,2,1,1,67,50,100,3,2,1,100,100,100,0,0,0,0,0,0,0,0,0,67,50,100,33,50,0,3.33,3.50,3.00,3.33,3.5,3.00,67,67,67,33,33,33,0,0,1.02,1.24,0.57,1.55,1.45,1.77,100,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,1,2,0,0,0,100,100,100,0
Zambia National Team,Zambia,2025,Zambia,3,2,1,0,0,0,0,2,1,1,1,1,0,0.67,0.5,1,4,0,0,17,1,4,-3,5,3,2,0,1,3,1,-3,0,273,0,90,68,60,90,1,1,0,1,0,1,2,2,0,0,0,0,12,7,5,9,8,1,46,45,47,22,15,7,2,0,2,20,15,5,51,38,13,0,0,0,2,2,0,-2,-2,0,0,0,0,2,1,1,1,1,0,0.67,0.5,1,1.67,1.5,2,0.33,0,1,1.33,1.5,1,0.67,1,0,0,0,0,0.67,1,0,2,2,1,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,1,1,2,3,3,3,1,1,1,2,2,2,0,0,1,1,1,1,67,67,33,0,0,0,50,50,50,0,0,0,100,100,0,0,0,0,33,33,67,100,100,100,50,50,50,100,100,100,0,0,100,100,100,100,1,1,0,1,1,0,0,0,0,33,33,0,50,50,0,0,0,0,0,0,0,-57,33,50,0,33,0,100,67,100,0,0,0,0,2,1,1,67,50,100,3,2,1,100,100,100,0,0,0,0,0,0,0,0,0,67,50,100,33,50,0,4.00,3.50,5.00,3,4,1.00,67,67,33,33,33,0,0,0,0.79,0.76,0.84,1.61,1.62,1.61,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,67,50,100,33,50,0,0
Zimbabwe National Team,Zimbabwe,2025,Zimbabwe,3,1,2,0,0,0,0,1,0,1,2,1,1,0.33,0,0.5,4,0,0,20,4,6,-2,10,5,5,2,2,3,3,-1,-1,68,45,90,45,30,60,0,0,0,3,1,2,0,0,0,1,0,1,12,3,9,7,1,6,31,34,30,35,10,25,10,3,7,25,7,18,53,14,39,3,1,2,2,1,1,1,0,1,1,0,1,2,1,1,0,0,0,1.67,1,2,3.33,5,2.5,1.33,2,1,2,3,1.5,1.67,2,1.5,1,1,1,0.67,1,0.5,3,3,2,1,1,0,1,1,1,1,1,0,2,2,1,0,0,0,0,0,1,2,2,3,0,0,0,0,0,1,0,0,1,2,2,2,100,100,67,33,33,0,100,100,100,100,100,0,100,100,50,0,0,0,0,0,33,67,67,100,0,0,0,0,0,100,0,0,50,100,100,100,3,2,0,1,1,0,2,1,0,100,67,0,100,100,0,100,50,0,0,0,0,0,0,0,0,100,100,100,0,0,0,33,0,50,1,0,1,33,0,50,0,0,0,0,0,0,2,1,1,67,100,50,33,0,50,67,100,50,0,0,0,4.00,3.00,4.50,2.33,1,3.00,67,67,67,67,67,0,0,0,1.19,1.14,1.22,2.42,1.90,2.69,33,0,2,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,2,33,0,50,67,100,50,0
Congo DR National Team,Congo DR,2025,Congo DR,4,1,3,0,2,1,1,1,0,1,1,0,1,1.75,3,1.33,2,0,0,8,5,2,3,7,1,6,1,4,0,2,1,2,72,90,68,180,0,134,2,1,1,1,0,1,1,0,1,3,1,2,16,5,11,5,3,2,44,40,45,52,11,41,14,3,11,38,8,30,68,16,52,3,1,2,0,0,0,3,1,2,2,1,1,2,0,2,0,0,0,2,3,1.67,1.75,1,2,1.25,1,1.33,0.5,0,0.67,0.75,1,0.67,0.75,1,0.67,0,0,0,4,2,1,0,0,0,1,0,0,0,0,0,3,2,1,0,0,0,0,2,3,4,4,4,0,1,1,1,1,1,0,1,2,3,3,3,100,50,25,0,0,0,100,0,0,0,0,0,100,67,33,0,0,0,0,50,75,100,100,100,0,100,100,100,100,100,0,33,67,100,100,100,2,1,0,1,0,0,1,1,0,50,25,0,100,0,0,33,33,0,50,100,33,40,50,100,33,25,0,33,25,0,33,75,100,67,4,1,3,100,100,100,2,0,2,50,0,67,0,0,0,0,0,0,50,100,33,50,0,67,0,0,0,4.00,5.00,3.67,1.25,3,0.67,75,50,50,50,0,0,0,0,1.42,1.18,1.49,1.16,1.14,1.16,50,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,25,0,33,25,0,33,0
Sudan National Team,Sudan,2025,Sudan,4,1,3,0,1,0,1,0,0,0,3,1,2,0.75,0,1,3,0,0,14,2,8,-6,10,2,8,0,2,2,6,-2,-4,180,0,134,45,45,45,1,0,1,1,0,1,2,1,1,2,0,2,12,4,8,8,0,8,37,39,36,37,10,27,8,1,7,29,9,20,39,3,36,1,0,1,4,1,3,-3,-1,-2,0,0,0,1,0,1,3,1,2,0.25,0,0.33,2.5,2,2.67,0.5,0,0.67,2,2,2,1.25,1,1.33,0.25,0,0.33,1,1,1,4,3,2,1,0,0,1,1,0,0,0,0,3,2,2,1,0,0,0,1,2,3,4,4,0,0,1,1,1,1,0,1,1,2,3,3,100,75,50,25,0,0,100,100,0,0,0,0,100,67,67,33,0,0,0,25,50,75,100,100,0,0,100,100,100,100,0,33,33,67,100,100,3,1,1,1,0,0,2,1,1,75,25,25,100,0,0,67,33,33,25,0,33,0,25,0,33,25,0,33,50,100,33,50,0,67,1,0,1,25,0,33,3,1,2,75,100,67,1,0,1,25,0,33,0,0,0,25,0,33,75,100,67,3.00,4.00,2.67,2,0,2.67,75,75,75,75,50,25,0,0,0.89,0.84,0.90,1.55,1.13,1.68,25,1,0,0,0,0,0,0,1,0,1,1,1,0,1,0,1,1,2,0,0,0,75,100,67,0
Benin National Team,Benin,2025,Benin,4,2,2,0,1,1,0,0,0,0,3,1,2,0.75,1.5,0,3,0,0,13,2,7,-5,9,4,5,1,1,3,4,-2,-3,180,180,180,51,60,45,1,1,0,1,0,1,2,1,1,2,1,1,15,5,10,13,6,7,52,51,53,37,17,20,13,8,5,24,9,15,69,39,30,1,1,0,2,1,1,-1,0,-1,1,1,0,1,0,1,2,1,1,1,1.5,0.5,2.25,2,2.5,0.5,0.5,0.5,1.75,1.5,2,0.75,1,0.5,0.25,0.5,0,0.5,0.5,0.5,4,2,2,1,0,0,2,1,1,0,0,0,2,1,1,1,0,0,0,2,2,3,4,4,0,1,1,2,2,2,0,1,1,1,2,2,100,50,50,25,0,0,100,50,50,0,0,0,100,50,50,50,0,0,0,50,50,75,100,100,0,50,50,100,100,100,0,50,50,50,100,100,3,0,0,2,0,0,1,0,0,75,0,0,100,0,0,50,0,0,25,50,0,7,25,50,0,25,0,50,50,50,50,50,50,50,2,1,1,50,50,50,3,1,2,75,50,100,0,0,0,0,0,0,25,50,0,25,0,50,50,50,50,3.75,2.50,5.00,3.25,3,3.50,75,75,50,50,0,0,0,0,1.01,1.00,1.03,1.18,0.98,1.38,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,2,0,1,0,0,0,75,50,100,0
Gabon National Team,Gabon,2025,Gabon,3,2,1,0,0,0,0,0,0,0,3,2,1,0,0,0,4,0,0,24,4,7,-3,11,10,1,4,0,6,1,-2,-1,68,45,0,39,30,90,0,0,0,2,2,0,1,0,1,1,1,0,11,6,5,5,4,1,49,45,57,37,25,12,15,13,2,22,12,10,35,26,9,3,3,0,4,3,1,-1,0,-1,1,1,0,0,0,0,2,1,1,1,1.5,0,3.67,5,1,1.33,2,0,2.33,3,1,2.33,3,1,1,1.5,0,1.33,1.5,1,3,2,2,2,2,0,2,2,2,2,2,0,1,0,0,0,0,0,0,1,1,1,1,3,0,0,0,0,0,2,0,1,1,1,1,1,100,67,67,67,67,0,100,100,100,100,100,0,100,0,0,0,0,0,0,33,33,33,33,100,0,0,0,0,0,100,0,100,100,100,100,100,3,2,2,2,2,2,1,0,0,100,67,67,100,100,100,100,0,0,0,0,0,11,0,0,0,67,100,0,33,0,100,33,50,0,0,0,0,0,0,0,1,0,1,33,0,100,2,2,0,67,100,0,33,50,0,0,0,0,67,50,100,3.67,3.00,5.00,1.67,2,1.00,100,100,67,67,33,33,33,33,1.42,1.52,1.22,1.63,1.75,1.41,167,0,1,1,0,1,0,0,1,0,1,0,0,1,2,1,0,0,2,0,0,0,100,100,100,0
Mozambique National Team,Mozambique,2025,Mozambique,4,1,3,0,1,0,1,0,0,0,3,1,2,0.75,0,1,3,0,0,15,4,9,-5,13,3,10,1,3,2,7,-1,-4,90,90,90,40,45,39,0,0,0,2,1,1,2,0,2,2,1,1,9,2,7,5,0,5,45,52,43,29,10,19,9,2,7,20,8,12,36,7,29,3,1,2,4,1,3,-1,0,-1,1,0,1,2,1,1,1,0,1,1.25,1,1.33,3.25,3,3.33,1,1,1,2.25,2,2.33,1.75,2,1.67,0.75,1,0.67,1,1,1,4,3,3,2,1,0,1,1,1,0,0,0,3,2,2,2,1,0,0,1,1,2,3,4,0,0,0,1,1,1,0,1,1,1,2,3,100,75,75,50,25,0,100,100,100,0,0,0,100,67,67,67,33,0,0,25,25,50,75,100,0,0,0,100,100,100,0,33,33,33,67,100,3,3,1,1,1,0,2,2,1,75,75,25,100,100,0,67,67,33,25,0,33,6,0,0,0,50,100,33,50,0,67,50,100,33,1,0,1,25,0,33,2,0,2,50,0,67,2,1,1,50,100,33,25,0,33,50,100,33,25,0,33,2.25,2.00,2.33,1.25,0,1.67,75,75,50,50,25,25,0,0,0.77,0.90,0.73,2.04,1.93,2.08,125,0,0,1,1,1,1,0,0,0,0,1,2,0,3,1,0,2,0,0,0,0,75,100,67,0
