team_name,common_name,season,country,matches_played,matches_played_home,matches_played_away,suspended_matches,wins,wins_home,wins_away,draws,draws_home,draws_away,losses,losses_home,losses_away,points_per_game,points_per_game_home,points_per_game_away,league_position,league_position_home,league_position_away,performance_rank,goals_scored,goals_conceded,goal_difference,total_goal_count,total_goal_count_home,total_goal_count_away,goals_scored_home,goals_scored_away,goals_conceded_home,goals_conceded_away,goal_difference_home,goal_difference_away,minutes_per_goal_scored,minutes_per_goal_scored_home,minutes_per_goal_scored_away,minutes_per_goal_conceded,minutes_per_goal_conceded_home,minutes_per_goal_conceded_away,clean_sheets,clean_sheets_home,clean_sheets_away,btts_count,btts_count_home,btts_count_away,fts_count,fts_count_home,fts_count_away,first_team_to_score_count,first_team_to_score_count_home,first_team_to_score_count_away,corners_total,corners_total_home,corners_total_away,cards_total,cards_total_home,cards_total_away,average_possession,average_possession_home,average_possession_away,shots,shots_home,shots_away,shots_on_target,shots_on_target_home,shots_on_target_away,shots_off_target,shots_off_target_home,shots_off_target_away,fouls,fouls_home,fouls_away,goals_scored_half_time,goals_scored_half_time_home,goals_scored_half_time_away,goals_conceded_half_time,goals_conceded_half_time_home,goals_conceded_half_time_away,goal_difference_half_time,goal_difference_half_time_home,goal_difference_half_time_away,leading_at_half_time,leading_at_half_time_home,leading_at_half_time_away,draw_at_half_time,draw_at_half_time_home,draw_at_half_time_away,losing_at_half_time,losing_at_half_time_home,losing_at_half_time_away,points_per_game_half_time,points_per_game_half_time_home,points_per_game_half_time_away,average_total_goals_per_match,average_total_goals_per_match_home,average_total_goals_per_match_away,goals_scored_per_match,goals_scored_per_match_home,goals_scored_per_match_away,goals_conceded_per_match,goals_conceded_per_match_home,goals_conceded_per_match_away,total_goals_per_match_half_time,total_goals_per_match_half_time_home,total_goals_per_match_half_time_away,goals_scored_per_match_half_time,goals_scored_per_match_half_time_home,goals_scored_per_match_half_time_away,goals_conceded_per_match_half_time,goals_conceded_per_match_half_time_home,goals_conceded_per_match_half_time_away,over05_count,over15_count,over25_count,over35_count,over45_count,over55_count,over05_count_home,over15_count_home,over25_count_home,over35_count_home,over45_count_home,over55_count_home,over05_count_away,over15_count_away,over25_count_away,over35_count_away,over45_count_away,over55_count_away,under05_count,under15_count,under25_count,under35_count,under45_count,under55_count,under05_count_home,under15_count_home,under25_count_home,under35_count_home,under45_count_home,under55_count_home,under05_count_away,under15_count_away,under25_count_away,under35_count_away,under45_count_away,under55_count_away,over05_percentage,over15_percentage,over25_percentage,over35_percentage,over45_percentage,over55_percentage,over05_percentage_home,over15_percentage_home,over25_percentage_home,over35_percentage_home,over45_percentage_home,over55_percentage_home,over05_percentage_away,over15_percentage_away,over25_percentage_away,over35_percentage_away,over45_percentage_away,over55_percentage_away,under05_percentage,under15_percentage,under25_percentage,under35_percentage,under45_percentage,under55_percentage,under05_percentage_home,under15_percentage_home,under25_percentage_home,under35_percentage_home,under45_percentage_home,under55_percentage_home,under05_percentage_away,under15_percentage_away,under25_percentage_away,under35_percentage_away,under45_percentage_away,under55_percentage_away,over05_count_half_time,over15_count_half_time,over25_count_half_time,over05_count_half_time_home,over15_count_half_time_home,over25_count_half_time_home,over05_count_half_time_away,over15_count_half_time_away,over25_count_half_time_away,over05_half_time_percentage,over15_half_time_percentage,over25_half_time_percentage,over05_half_time_percentage_home,over15_half_time_percentage_home,over25_half_time_percentage_home,over05_half_time_percentage_away,over15_half_time_percentage_away,over25_half_time_percentage_away,win_percentage,win_percentage_home,win_percentage_away,home_advantage_percentage,clean_sheet_percentage,clean_sheet_percentage_home,clean_sheet_percentage_away,btts_percentage,btts_percentage_home,btts_percentage_away,fts_percentage,fts_percentage_home,fts_percentage_away,first_team_to_score_percentage,first_team_to_score_percentage_home,first_team_to_score_percentage_away,clean_sheet_half_time,clean_sheet_half_time_home,clean_sheet_half_time_away,clean_sheet_half_time_percentage,clean_sheet_half_time_percentage_home,clean_sheet_half_time_percentage_away,fts_half_time,fts_half_time_home,fts_half_time_away,fts_half_time_percentage,fts_half_time_percentage_home,fts_half_time_percentage_away,btts_half_time,btts_half_time_home,btts_half_time_away,btts_half_time_percentage,btts_half_time_percentage_home,btts_half_time_percentage_away,leading_at_half_time_percentage,leading_at_half_time_percentage_home,leading_at_half_time_percentage_away,draw_at_half_time_percentage,draw_at_half_time_percentage_home,draw_at_half_time_percentage_away,losing_at_half_time_percentage,losing_at_half_time_percentage_home,losing_at_half_time_percentage_away,corners_per_match,corners_per_match_home,corners_per_match_away,cards_per_match,cards_per_match_home,cards_per_match_away,over65_corners_percentage,over75_corners_percentage,over85_corners_percentage,over95_corners_percentage,over105_corners_percentage,over115_corners_percentage,over125_corners_percentage,over135_corners_percentage,xg_for_avg_overall,xg_for_avg_home,xg_for_avg_away,xg_against_avg_overall,xg_against_avg_home,xg_against_avg_away,prediction_risk,goals_scored_min_0_to_10,goals_scored_min_11_to_20,goals_scored_min_21_to_30,goals_scored_min_31_to_40,goals_scored_min_41_to_50,goals_scored_min_51_to_60,goals_scored_min_61_to_70,goals_scored_min_71_to_80,goals_scored_min_81_to_90,goals_conceded_min_0_to_10,goals_conceded_min_11_to_20,goals_conceded_min_21_to_30,goals_conceded_min_31_to_40,goals_conceded_min_41_to_50,goals_conceded_min_51_to_60,goals_conceded_min_61_to_70,goals_conceded_min_71_to_80,goals_conceded_min_81_to_90,draw_percentage_overall,draw_percentage_home,draw_percentage_away,loss_percentage_ovearll,loss_percentage_home,loss_percentage_away,over145_corners_percentage
Sudan National Team,Sudan,2023,Sudan,3,1,2,0,1,0,1,2,1,1,0,0,0,1.67,1,2,0,0,0,59,4,3,1,7,2,5,1,3,1,2,0,1,68,90,60,90,90,90,1,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.33,2,2.5,1.33,1,1.5,1,1,1,0,0,0,0,0,0,0,0,0,3,2,1,1,0,0,1,1,0,0,0,0,2,1,1,1,0,0,0,1,2,2,3,3,0,0,1,1,1,1,0,1,1,1,2,2,100,67,33,33,0,0,100,100,0,0,0,0,100,50,50,50,0,0,0,33,67,67,100,100,0,0,100,100,100,100,0,50,50,50,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,50,0,33,0,50,67,100,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,100,50,0,0,0,0
Venezuela National Team,Venezuela,2023,Venezuela,5,2,3,0,3,2,1,1,0,1,1,0,1,2,3,1.33,0,0,0,22,5,3,2,8,2,6,2,3,0,3,2,0,90,90,90,150,0,90,2,2,0,2,0,2,1,0,1,4,2,2,14,9,5,14,5,9,45,57,41,28,13,15,17,6,11,11,7,4,39,0,39,4,1,3,1,0,1,3,1,2,3,1,2,1,1,0,1,0,1,2,2,2,1.6,1,2,1,1,1,0.6,0,1,1,0.5,1.33,0.8,0.5,1,0.2,0,0.33,5,2,1,0,0,0,2,0,0,0,0,0,3,2,1,0,0,0,0,3,4,5,5,5,0,2,2,2,2,2,0,1,2,3,3,3,100,40,20,0,0,0,100,0,0,0,0,0,100,67,33,0,0,0,0,60,80,100,100,100,0,100,100,100,100,100,0,33,67,100,100,100,4,1,0,1,0,0,3,1,0,80,20,0,50,0,0,100,33,0,60,100,33,50,40,100,0,40,0,67,20,0,33,80,100,67,4,2,2,80,100,67,2,1,1,40,50,33,0,0,0,0,0,0,60,50,67,20,50,0,20,0,33,3.50,9.00,1.67,2.8,2.5,3.00,75,50,50,50,25,25,25,25,0.96,1.53,0.77,1.20,0.81,1.33,60,1,0,1,2,0,0,0,1,0,0,0,0,0,1,0,0,2,0,20,0,33,20,0,33,0
Guatemala National Team,Guatemala,2023,Guatemala,7,3,4,0,1,0,1,3,3,0,3,0,3,0.86,1,0.75,0,0,0,54,2,5,-3,7,2,5,1,1,1,4,0,-3,310,273,360,127,273,90,3,2,1,1,1,0,5,2,3,1,0,1,29,9,20,9,3,6,46,50,45,32,9,23,14,3,11,18,6,12,9,0,9,1,0,1,2,1,1,-1,-1,0,1,0,1,4,2,2,2,1,1,1,0.67,1.25,1,0.67,1.25,0.29,0.33,0.25,0.71,0.33,1,0.43,0.33,0.5,0.14,0,0.25,0.29,0.33,0.25,5,2,0,0,0,0,1,1,0,0,0,0,4,1,0,0,0,0,2,5,7,7,7,7,2,2,3,3,3,3,0,3,4,4,4,4,71,29,0,0,0,0,33,33,0,0,0,0,100,25,0,0,0,0,29,71,100,100,100,100,67,67,100,100,100,100,0,75,100,100,100,100,3,0,0,1,0,0,2,0,0,43,0,0,33,0,0,50,0,0,14,0,25,34,43,67,25,14,33,0,71,67,75,14,0,25,5,2,3,71,67,75,6,3,3,86,100,75,0,0,0,0,0,0,14,0,25,57,67,50,29,33,25,5.80,4.50,6.67,1.5,1,2.00,80,80,80,80,80,80,80,40,1.09,1.38,1.00,1.16,0.81,1.27,14,1,0,0,0,0,0,0,0,1,0,2,0,0,0,1,0,2,0,43,100,0,43,0,75,0
Greece National Team,Greece,2023,Greece,2,2,0,0,1,1,0,1,1,0,0,0,0,2,2,0,0,0,0,68,2,0,2,2,2,0,2,0,0,0,2,0,90,90,0,0,0,0,2,2,0,0,0,0,1,1,0,1,1,0,19,19,0,2,2,0,60,60,0,31,31,0,11,11,0,20,20,0,22,22,0,2,2,0,0,0,0,2,2,0,1,1,0,1,1,0,0,0,0,2,2,0,1,1,0,1,1,0,0,0,0,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,2,1,1,2,2,2,2,0,0,0,0,0,0,50,50,0,0,0,0,50,50,0,0,0,0,0,0,0,0,0,0,50,50,100,100,100,100,50,50,100,100,100,100,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,50,50,0,50,50,0,0,0,0,50,50,0,0,100,100,0,0,0,0,50,50,0,50,50,0,2,2,0,100,100,0,1,1,0,50,50,0,0,0,0,0,0,0,50,50,0,50,50,0,0,0,0,9.50,9.50,0.00,1,1,0.00,100,100,100,100,100,50,50,50,1.60,2.10,0.00,0.58,1.08,0.00,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,0,0,50
Lithuania National Team,Lithuania,2023,Lithuania,2,0,2,0,0,0,0,1,0,1,1,0,1,0.5,0,0.5,0,0,0,130,0,1,-1,1,0,1,0,0,0,1,0,-1,0,0,0,180,0,180,1,0,1,0,0,0,2,0,2,0,0,0,7,0,7,7,0,7,45,0,45,13,0,13,6,0,6,7,0,7,20,0,20,0,0,0,1,0,1,-1,0,-1,0,0,0,1,0,1,1,0,1,0.5,0,0.5,0.5,0,0.5,0,0,0,0.5,0,0.5,0.5,0,0.5,0,0,0,0.5,0,0.5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,2,2,2,2,0,0,0,0,0,0,1,2,2,2,2,2,50,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,50,100,100,100,100,100,0,0,0,0,0,0,50,100,100,100,100,100,1,0,0,0,0,0,1,0,0,50,0,0,0,0,0,50,0,0,0,0,0,50,50,0,50,0,0,0,100,0,100,0,0,0,1,0,1,50,0,50,2,0,2,100,0,100,0,0,0,0,0,0,0,0,0,50,0,50,50,0,50,3.50,0.00,3.50,3.5,0,3.50,100,100,50,50,50,50,50,50,0.48,0.00,0.98,1.09,0.00,1.59,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,50,0,50,50,0,50,50
FYR Macedonia National Team,FYR Macedonia,2023,FYR Macedonia,2,2,0,0,2,2,0,0,0,0,0,0,0,3,3,0,0,0,0,46,4,1,3,5,5,0,4,0,1,0,3,0,45,45,0,180,180,0,1,1,0,1,1,0,0,0,0,2,2,0,7,7,0,1,1,0,60,60,0,19,19,0,12,12,0,7,7,0,15,15,0,1,1,0,0,0,0,1,1,0,1,1,0,1,1,0,0,0,0,2,2,0,2.5,2.5,0,2,2,0,0.5,0.5,0,0.5,0.5,0,0.5,0.5,0,0,0,0,2,1,1,1,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,2,2,0,1,1,1,2,2,0,0,0,0,0,0,100,50,50,50,0,0,100,50,50,50,0,0,0,0,0,0,0,0,0,50,50,50,100,100,0,50,50,50,100,100,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,50,0,0,50,0,0,0,0,0,100,100,0,0,50,50,0,50,50,0,0,0,0,100,100,0,2,2,0,100,100,0,1,1,0,50,50,0,0,0,0,0,0,0,50,50,0,50,50,0,0,0,0,3.50,3.50,0.00,0.5,0.5,0.00,50,50,50,50,50,0,0,0,1.08,1.58,0.00,0.45,0.95,0.00,50,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Faroe Islands National Team,Faroe Islands,2023,Faroe Islands,2,0,2,0,1,0,1,0,0,0,1,0,1,1.5,0,1.5,0,0,0,97,3,2,1,5,0,5,0,3,0,2,0,1,60,0,60,90,0,90,0,0,0,1,0,1,1,0,1,0,0,0,4,0,4,5,0,5,38,0,38,26,0,26,11,0,11,15,0,15,33,0,33,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,2.5,0,2.5,1.5,0,1.5,1,0,1,0,0,0,0,0,0,0,0,0,2,1,1,1,0,0,0,0,0,0,0,0,2,1,1,1,0,0,0,1,1,1,2,2,0,0,0,0,0,0,0,1,1,1,2,2,100,50,50,50,0,0,0,0,0,0,0,0,100,50,50,50,0,0,0,50,50,50,100,100,0,0,0,0,0,0,0,50,50,50,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,50,0,0,0,0,50,0,50,50,0,50,0,0,0,1,0,1,100,0,100,1,0,1,100,0,100,0,0,0,0,0,0,0,0,0,100,0,100,0,0,0,2.00,0.00,2.00,2.5,0,2.50,50,50,0,0,0,0,0,0,1.36,0.00,1.86,1.47,0.00,1.97,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,50,0,50,0
Czech Republic National Team,Czech Republic,2023,Czech Republic,2,0,2,0,1,0,1,1,0,1,0,0,0,2,0,2,0,0,0,74,5,2,3,7,0,7,0,5,0,2,0,3,36,0,36,90,0,90,0,0,0,2,0,2,0,0,0,1,0,1,8,0,8,5,0,5,50,0,50,24,0,24,12,0,12,12,0,12,36,0,36,1,0,1,0,0,0,1,0,1,1,0,1,1,0,1,0,0,0,2,0,2,3.5,0,3.5,2.5,0,2.5,1,0,1,0.5,0,0.5,0.5,0,0.5,0,0,0,2,2,1,1,1,0,0,0,0,0,0,0,2,2,1,1,1,0,0,0,1,1,1,2,0,0,0,0,0,0,0,0,1,1,1,2,100,100,50,50,50,0,0,0,0,0,0,0,100,100,50,50,50,0,0,0,50,50,50,100,0,0,0,0,0,0,0,0,50,50,50,100,1,0,0,0,0,0,1,0,0,50,0,0,0,0,0,50,0,0,50,0,50,0,0,0,0,100,0,100,0,0,0,50,0,50,2,0,2,100,0,100,1,0,1,50,0,50,0,0,0,0,0,0,50,0,50,50,0,50,0,0,0,4.00,0.00,4.00,2.5,0,2.50,50,50,0,0,0,0,0,0,1.08,0.00,1.58,0.74,0.00,1.24,100,0,0,1,0,0,1,1,1,1,0,0,0,0,0,1,1,0,0,50,0,50,0,0,0,0
Montenegro National Team,Montenegro,2023,Montenegro,2,2,0,0,1,1,0,0,0,0,1,1,0,1.5,1.5,0,0,0,0,92,4,6,-2,10,10,0,4,0,6,0,-2,0,45,45,0,30,30,0,0,0,0,2,2,0,0,0,0,1,1,0,16,16,0,2,2,0,50,50,0,16,16,0,11,11,0,5,5,0,29,29,0,2,2,0,1,1,0,1,1,0,1,1,0,0,0,0,1,1,0,1.5,1.5,0,5,5,0,2,2,0,3,3,0,1.5,1.5,0,1,1,0,0.5,0.5,0,2,2,2,2,2,0,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,100,100,100,100,100,0,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,100,0,0,0,0,0,0,2,1,0,2,1,0,0,0,0,100,50,0,100,50,0,0,0,0,50,50,0,0,0,0,0,100,100,0,0,0,0,50,50,0,1,1,0,50,50,0,1,1,0,50,50,0,0,0,0,0,0,0,50,50,0,0,0,0,50,50,0,8.00,8.00,0.00,1,1,0.00,100,100,50,50,50,50,50,50,0.90,1.40,0.00,1.08,1.58,0.00,200,0,2,0,0,0,0,2,0,0,0,0,1,0,0,1,1,2,1,0,0,0,50,50,0,0
Trinidad and Tobago National Team,Trinidad and Tobago,2023,Trinidad and Tobago,4,2,2,0,3,2,1,1,0,1,0,0,0,2.5,3,2,0,0,0,20,4,0,4,4,3,1,3,1,0,0,3,1,90,60,180,0,0,0,4,2,2,0,0,0,1,0,1,3,2,1,3,0,3,1,0,1,50,0,50,10,0,10,5,0,5,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,0,0,0,1,1,1,1,1.5,0.5,1,1.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,1,3,4,4,4,4,0,1,2,2,2,2,1,2,2,2,2,2,75,25,0,0,0,0,100,50,0,0,0,0,50,0,0,0,0,0,25,75,100,100,100,100,0,50,100,100,100,100,50,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,100,50,0,100,100,100,0,0,0,25,0,50,75,100,50,4,2,2,100,100,100,4,2,2,100,100,100,0,0,0,0,0,0,0,0,0,100,100,100,0,0,0,1.50,0.00,1.50,1,0,1.00,50,0,0,0,0,0,0,0,0.19,0.00,0.69,0.35,0.00,0.85,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,25,0,50,0,0,0,0
Saint Martin National Team,Saint Martin,2023,Saint Martin,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,146,0,2,-2,2,0,2,0,0,0,2,0,-2,0,0,0,45,0,45,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,2,0,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,100,100,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,100,100,100,100,0,0,0,0,0,0,0,0,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,100,0,100,0,0,0,1,0,1,100,0,100,1,0,1,100,0,100,0,0,0,0,0,0,0,0,0,100,0,100,0,0,0,0.00,0.00,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,100,0,100,0
Germany National Team,Germany,2023,Germany,11,7,4,0,3,2,1,2,1,1,6,4,2,1,1,1,0,0,0,13,17,22,-5,39,28,11,12,5,16,6,-4,-1,58,53,72,45,39,60,1,1,0,7,5,2,3,1,2,5,4,1,51,29,22,15,9,6,62,61,65,115,67,48,62,33,29,53,34,19,144,86,58,9,7,2,12,8,4,-3,-1,-2,2,2,0,3,1,2,6,4,2,0.82,1,0.5,3.55,4,2.75,1.55,1.71,1.25,2,2.29,1.5,1.91,2.14,1.5,0.82,1,0.5,1.09,1.14,1,11,10,7,6,4,1,7,7,5,4,4,1,4,3,2,2,0,0,0,1,4,5,7,10,0,0,2,3,3,6,0,1,2,2,4,4,100,91,64,55,36,9,100,100,71,57,57,14,100,75,50,50,0,0,0,9,36,45,64,91,0,0,29,43,43,86,0,25,50,50,100,100,10,7,4,6,5,4,4,2,0,91,64,36,86,71,57,100,50,0,27,29,25,-3,9,14,0,64,71,50,27,14,50,45,57,25,3,3,0,27,43,0,3,1,2,27,14,50,6,4,2,55,57,50,18,29,0,27,14,50,55,57,50,4.64,4.14,5.50,1.36,1.29,1.50,55,45,36,36,36,9,9,9,1.48,1.36,1.69,1.16,1.14,1.19,109,3,2,1,2,2,2,1,0,4,2,2,4,3,2,2,0,3,4,18,14,25,55,57,50,0
Belgium National Team,Belgium,2023,Belgium,2,1,1,0,2,1,1,0,0,0,0,0,0,3,3,3,0,0,0,49,4,2,2,6,1,5,1,3,0,2,1,1,45,90,30,90,0,45,1,1,0,1,0,1,0,0,0,2,1,1,5,2,3,2,0,2,49,51,46,17,9,8,13,8,5,4,1,3,22,13,9,3,1,2,1,0,1,2,1,1,2,1,1,0,0,0,0,0,0,3,3,3,3,1,5,2,1,3,1,0,2,2,1,3,1.5,1,2,0.5,0,1,2,1,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1,0,0,1,1,1,1,2,0,1,1,1,1,1,0,0,0,0,0,1,100,50,50,50,50,0,100,0,0,0,0,0,100,100,100,100,100,0,0,50,50,50,50,100,0,100,100,100,100,100,0,0,0,0,0,100,2,1,1,1,0,0,1,1,1,100,50,50,100,0,0,100,100,100,100,100,100,25,50,100,0,50,0,100,0,0,0,100,100,100,1,1,0,50,100,0,0,0,0,0,0,0,1,0,1,50,0,100,100,100,100,0,0,0,0,0,0,2.50,2.00,3.00,1,0,2.00,50,50,50,50,50,0,0,0,1.22,1.35,1.08,1.22,0.89,1.54,100,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
Peru National Team,Peru,2023,Peru,4,0,4,0,1,0,1,1,0,1,2,0,2,1,0,1,0,0,0,73,2,6,-4,8,0,8,0,2,0,6,0,-4,180,0,180,60,0,60,2,0,2,1,0,1,2,0,2,1,0,1,7,0,7,6,0,6,47,0,47,15,0,15,8,0,8,7,0,7,37,0,37,1,0,1,4,0,4,-3,0,-3,1,0,1,1,0,1,2,0,2,1,0,1,2,0,2,0.5,0,0.5,1.5,0,1.5,1.25,0,1.25,0.25,0,0.25,1,0,1,3,2,1,1,1,0,0,0,0,0,0,0,3,2,1,1,1,0,1,2,3,3,3,4,0,0,0,0,0,0,1,2,3,3,3,4,75,50,25,25,25,0,0,0,0,0,0,0,75,50,25,25,25,0,25,50,75,75,75,100,0,0,0,0,0,0,25,50,75,75,75,100,3,2,0,0,0,0,3,2,0,75,50,0,0,0,0,75,50,0,25,0,25,0,50,0,50,25,0,25,50,0,50,25,0,25,2,0,2,50,0,50,3,0,3,75,0,75,0,0,0,0,0,0,25,0,25,25,0,25,50,0,50,1.75,0.00,1.75,1.5,0,1.50,25,25,0,0,0,0,0,0,0.30,0.00,0.55,1.03,0.00,1.28,25,0,1,0,0,0,0,0,0,1,0,1,1,2,0,0,1,1,0,25,0,25,50,0,50,0
Morocco National Team,Morocco,2023,Morocco,5,4,1,0,2,2,0,3,2,1,0,0,0,1.8,2,1,0,0,0,25,4,2,2,6,4,2,3,1,1,1,2,0,113,120,90,225,360,90,3,3,0,2,1,1,2,2,0,2,2,0,21,19,2,7,6,1,53,54,50,52,47,5,22,18,4,30,29,1,31,31,0,2,2,0,1,0,1,1,2,-1,2,2,0,2,2,0,1,0,1,1.6,2,0,1.2,1,2,0.8,0.75,1,0.4,0.25,1,0.6,0.5,1,0.4,0.5,0,0.2,0,1,3,2,1,0,0,0,2,1,1,0,0,0,1,1,0,0,0,0,2,3,4,5,5,5,2,3,3,4,4,4,0,0,1,1,1,1,60,40,20,0,0,0,50,25,25,0,0,0,100,100,0,0,0,0,40,60,80,100,100,100,50,75,75,100,100,100,0,0,100,100,100,100,3,0,0,2,0,0,1,0,0,60,0,0,50,0,0,100,0,0,40,50,0,16,60,75,0,40,25,100,40,50,0,40,50,0,4,4,0,80,100,0,3,2,1,60,50,100,0,0,0,0,0,0,40,50,0,40,50,0,20,0,100,4.20,4.75,2.00,1.4,1.5,1.00,60,20,0,0,0,0,0,0,1.34,1.46,0.87,0.87,0.70,1.57,20,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,60,50,100,0,0,0,0
China National Team,China,2023,China,9,7,2,0,3,3,0,2,1,1,4,3,1,1.22,1.43,0.5,0,0,0,14,11,8,3,19,16,3,10,1,6,2,4,-1,74,63,180,101,105,90,4,3,1,3,2,1,3,2,1,4,4,0,45,35,10,12,8,4,49,52,41,87,63,24,52,35,17,35,28,7,93,71,22,5,5,0,2,1,1,3,4,-1,3,3,0,5,4,1,1,0,1,1.56,1.86,0.5,2.11,2.29,1.5,1.22,1.43,0.5,0.89,0.86,1,0.78,0.86,0.5,0.56,0.71,0,0.22,0.14,0.5,8,7,3,1,0,0,7,6,2,1,0,0,1,1,1,0,0,0,1,2,6,8,9,9,0,1,5,6,7,7,1,1,1,2,2,2,89,78,33,11,0,0,100,86,29,14,0,0,50,50,50,0,0,0,11,22,67,89,100,100,0,14,71,86,100,100,50,50,50,100,100,100,5,2,0,4,2,0,1,0,0,56,22,0,57,29,0,50,0,0,33,43,0,10,44,43,50,33,29,50,33,29,50,44,57,0,7,6,1,78,86,50,5,3,2,56,43,100,1,1,0,11,14,0,33,43,0,56,57,50,11,0,50,5.63,5.83,5.00,1.5,1.33,2.00,88,75,75,75,63,38,13,13,1.47,1.41,1.59,1.19,1.22,1.14,56,0,0,1,3,1,1,1,1,3,0,1,0,0,2,1,1,1,2,22,14,50,44,43,50,13
New Zealand National Team,New Zealand,2023,New Zealand,8,3,5,0,2,1,1,3,2,1,3,0,3,1.13,1.67,0.8,0,0,0,26,6,11,-5,17,5,12,3,3,2,9,1,-6,120,90,150,65,134,50,2,1,1,4,2,2,3,1,2,3,1,2,40,18,22,5,4,1,52,56,49,68,24,44,34,14,20,34,10,24,72,20,52,3,1,2,7,0,7,-4,1,-5,2,1,1,2,2,0,4,0,4,1,1.67,0.6,2.13,1.67,2.4,0.75,1,0.6,1.38,0.67,1.8,1.25,0.33,1.8,0.38,0.33,0.4,0.88,0,1.4,7,6,2,1,1,0,2,2,1,0,0,0,5,4,1,1,1,0,1,2,6,7,7,8,1,1,2,3,3,3,0,1,4,4,4,5,88,75,25,13,13,0,67,67,33,0,0,0,100,80,20,20,20,0,12,25,75,87,87,100,33,33,67,100,100,100,0,20,80,80,80,100,6,2,1,1,0,0,5,2,1,75,25,13,33,0,0,100,40,20,25,33,20,42,25,33,20,50,67,40,38,33,40,38,33,40,4,3,1,50,100,20,5,2,3,63,67,60,1,0,1,13,0,20,25,33,20,25,67,0,50,0,80,5.00,6.00,4.40,0.63,1.33,0.20,88,88,88,75,63,25,13,13,1.14,1.17,1.12,1.48,1.43,1.51,38,1,1,0,0,1,1,0,0,2,1,1,2,1,3,0,0,1,2,38,67,20,38,0,60,13
